State_Result_ID,Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage
1599,07_2018,DC,H_QUIET_HSP,16,28,56
1600,07_2018,DC,H_RECMND,11,26,63
1601,07_2018,DE,H_CLEAN_HSP,9,18,73
1602,07_2018,DE,H_COMP_1,4,15,81
1603,07_2018,DE,H_COMP_2,5,15,80
1604,07_2018,DE,H_COMP_3,8,23,69
1605,07_2018,DE,H_COMP_5,17,16,67
1606,07_2018,DE,H_COMP_6,13,0,87
1607,07_2018,DE,H_COMP_7,5,42,53
1608,07_2018,DE,H_HSP_RATING,8,21,71
1609,07_2018,DE,H_QUIET_HSP,11,31,58
1610,07_2018,DE,H_RECMND,5,24,71
1611,07_2018,FL,H_CLEAN_HSP,11,19,70
1612,07_2018,FL,H_COMP_1,6,17,77
1613,07_2018,FL,H_COMP_2,6,17,77
1614,07_2018,FL,H_COMP_3,12,25,63
1615,07_2018,FL,H_COMP_5,20,18,62
1616,07_2018,FL,H_COMP_6,15,0,85
1617,07_2018,FL,H_COMP_7,7,43,50
1618,07_2018,FL,H_HSP_RATING,10,21,69
1619,07_2018,FL,H_QUIET_HSP,12,29,59
1620,07_2018,FL,H_RECMND,7,23,70
1621,07_2018,GA,H_CLEAN_HSP,9,18,73
1622,07_2018,GA,H_COMP_1,5,15,80
1623,07_2018,GA,H_COMP_2,5,13,82
1624,07_2018,GA,H_COMP_3,11,22,67
1625,07_2018,GA,H_COMP_5,19,16,65
1626,07_2018,GA,H_COMP_6,14,0,86
1627,07_2018,GA,H_COMP_7,6,42,52
1628,07_2018,GA,H_HSP_RATING,8,20,72
1629,07_2018,GA,H_QUIET_HSP,8,25,67
1630,07_2018,GA,H_RECMND,5,25,70
1631,07_2018,HI,H_CLEAN_HSP,6,17,77
1632,07_2018,HI,H_COMP_1,4,17,79
1633,07_2018,HI,H_COMP_2,4,15,81
1634,07_2018,HI,H_COMP_3,10,22,68
1635,07_2018,HI,H_COMP_5,19,19,62
1636,07_2018,HI,H_COMP_6,16,0,84
1637,07_2018,HI,H_COMP_7,6,44,50
1638,07_2018,HI,H_HSP_RATING,7,22,71
1639,07_2018,HI,H_QUIET_HSP,12,30,58
1640,07_2018,HI,H_RECMND,5,23,72
1641,07_2018,IA,H_CLEAN_HSP,5,15,80
1642,07_2018,IA,H_COMP_1,2,16,82
1643,07_2018,IA,H_COMP_2,3,13,84
1644,07_2018,IA,H_COMP_3,5,23,72
1645,07_2018,IA,H_COMP_5,14,19,67
1646,07_2018,IA,H_COMP_6,11,0,89
1647,07_2018,IA,H_COMP_7,3,41,56
1648,07_2018,IA,H_HSP_RATING,5,16,79
1649,07_2018,IA,H_QUIET_HSP,6,27,67
1650,07_2018,IA,H_RECMND,3,21,76
1651,07_2018,ID,H_CLEAN_HSP,5,16,79
1652,07_2018,ID,H_COMP_1,3,15,82
1653,07_2018,ID,H_COMP_2,3,12,85
1654,07_2018,ID,H_COMP_3,5,20,75
1655,07_2018,ID,H_COMP_5,14,18,68
1656,07_2018,ID,H_COMP_6,9,0,91
1657,07_2018,ID,H_COMP_7,5,41,54
1658,07_2018,ID,H_HSP_RATING,6,18,76
1659,07_2018,ID,H_QUIET_HSP,7,31,62
1660,07_2018,ID,H_RECMND,4,20,76
1661,07_2018,IL,H_CLEAN_HSP,7,17,76
1662,07_2018,IL,H_COMP_1,4,15,81
1663,07_2018,IL,H_COMP_2,4,15,81
1664,07_2018,IL,H_COMP_3,8,23,69
1665,07_2018,IL,H_COMP_5,18,17,65
1666,07_2018,IL,H_COMP_6,13,0,87
1667,07_2018,IL,H_COMP_7,5,42,53
1668,07_2018,IL,H_HSP_RATING,7,21,72
1669,07_2018,IL,H_QUIET_HSP,9,30,61
1670,07_2018,IL,H_RECMND,5,25,70
1671,07_2018,IN,H_CLEAN_HSP,6,17,77
1672,07_2018,IN,H_COMP_1,3,15,82
1673,07_2018,IN,H_COMP_2,4,14,82
1674,07_2018,IN,H_COMP_3,6,23,71
1675,07_2018,IN,H_COMP_5,16,18,66
1676,07_2018,IN,H_COMP_6,11,0,89
1677,07_2018,IN,H_COMP_7,4,41,55
1678,07_2018,IN,H_HSP_RATING,6,18,76
1679,07_2018,IN,H_QUIET_HSP,8,29,63
1680,07_2018,IN,H_RECMND,4,22,74
1681,07_2018,KS,H_CLEAN_HSP,5,16,79
1682,07_2018,KS,H_COMP_1,3,15,82
1683,07_2018,KS,H_COMP_2,3,12,85
1684,07_2018,KS,H_COMP_3,5,19,76
1685,07_2018,KS,H_COMP_5,14,18,68
1686,07_2018,KS,H_COMP_6,12,0,88
1687,07_2018,KS,H_COMP_7,4,38,58
1688,07_2018,KS,H_HSP_RATING,5,17,78
1689,07_2018,KS,H_QUIET_HSP,6,27,67
1690,07_2018,KS,H_RECMND,3,20,77
1691,07_2018,KY,H_CLEAN_HSP,7,17,76
1692,07_2018,KY,H_COMP_1,4,14,82
1693,07_2018,KY,H_COMP_2,4,12,84
1694,07_2018,KY,H_COMP_3,8,23,69
1695,07_2018,KY,H_COMP_5,16,16,68
1696,07_2018,KY,H_COMP_6,13,0,87
1697,07_2018,KY,H_COMP_7,5,42,53
1698,07_2018,KY,H_HSP_RATING,7,20,73
1699,07_2018,KY,H_QUIET_HSP,8,27,65
1700,07_2018,KY,H_RECMND,5,24,71
1701,07_2018,LA,H_CLEAN_HSP,7,16,77
1702,07_2018,LA,H_COMP_1,4,11,85
1703,07_2018,LA,H_COMP_2,3,10,87
1704,07_2018,LA,H_COMP_3,8,18,74
1705,07_2018,LA,H_COMP_5,14,15,71
1706,07_2018,LA,H_COMP_6,13,0,87
1707,07_2018,LA,H_COMP_7,4,38,58
1708,07_2018,LA,H_HSP_RATING,6,17,77
1709,07_2018,LA,H_QUIET_HSP,5,21,74
1710,07_2018,LA,H_RECMND,4,20,76
1711,07_2018,MA,H_CLEAN_HSP,8,20,72
1712,07_2018,MA,H_COMP_1,4,15,81
1713,07_2018,MA,H_COMP_2,4,15,81
1714,07_2018,MA,H_COMP_3,9,25,66
1715,07_2018,MA,H_COMP_5,18,18,64
1716,07_2018,MA,H_COMP_6,11,0,89
1717,07_2018,MA,H_COMP_7,4,43,53
1718,07_2018,MA,H_HSP_RATING,7,22,71
1719,07_2018,MA,H_QUIET_HSP,14,34,52
1720,07_2018,MA,H_RECMND,5,21,74
1721,07_2018,MD,H_CLEAN_HSP,11,21,68
1722,07_2018,MD,H_COMP_1,6,18,76
1723,07_2018,MD,H_COMP_2,6,16,78
1724,07_2018,MD,H_COMP_3,13,26,61
1725,07_2018,MD,H_COMP_5,22,18,60
1726,07_2018,MD,H_COMP_6,13,0,87
1727,07_2018,MD,H_COMP_7,6,45,49
1728,07_2018,MD,H_HSP_RATING,9,24,67
1729,07_2018,MD,H_QUIET_HSP,13,30,57
1730,07_2018,MD,H_RECMND,7,26,67
1731,07_2018,ME,H_CLEAN_HSP,5,16,79
1732,07_2018,ME,H_COMP_1,3,14,83
1733,07_2018,ME,H_COMP_2,4,13,83
1734,07_2018,ME,H_COMP_3,6,22,72
1735,07_2018,ME,H_COMP_5,14,16,70
1736,07_2018,ME,H_COMP_6,11,0,89
1737,07_2018,ME,H_COMP_7,4,40,56
1738,07_2018,ME,H_HSP_RATING,6,18,76
1739,07_2018,ME,H_QUIET_HSP,9,31,60
1740,07_2018,ME,H_RECMND,3,22,75
1741,07_2018,MI,H_CLEAN_HSP,7,18,75
1742,07_2018,MI,H_COMP_1,3,15,82
1743,07_2018,MI,H_COMP_2,4,15,81
1744,07_2018,MI,H_COMP_3,6,21,73
1745,07_2018,MI,H_COMP_5,16,18,66
1746,07_2018,MI,H_COMP_6,11,0,89
1747,07_2018,MI,H_COMP_7,5,41,54
1748,07_2018,MI,H_HSP_RATING,7,19,74
1749,07_2018,MI,H_QUIET_HSP,10,30,60
1750,07_2018,MI,H_RECMND,4,24,72
1751,07_2018,MN,H_CLEAN_HSP,5,16,79
1752,07_2018,MN,H_COMP_1,2,15,83
1753,07_2018,MN,H_COMP_2,3,13,84
1754,07_2018,MN,H_COMP_3,4,21,75
1755,07_2018,MN,H_COMP_5,14,18,68
1756,07_2018,MN,H_COMP_6,11,0,89
1757,07_2018,MN,H_COMP_7,3,41,56
1758,07_2018,MN,H_HSP_RATING,5,18,77
1759,07_2018,MN,H_QUIET_HSP,6,28,66
1760,07_2018,MN,H_RECMND,3,21,76
1761,07_2018,MO,H_CLEAN_HSP,8,17,75
1762,07_2018,MO,H_COMP_1,4,16,80
1763,07_2018,MO,H_COMP_2,4,14,82
1764,07_2018,MO,H_COMP_3,8,24,68
1765,07_2018,MO,H_COMP_5,17,18,65
1766,07_2018,MO,H_COMP_6,12,0,88
1767,07_2018,MO,H_COMP_7,5,41,54
1768,07_2018,MO,H_HSP_RATING,7,20,73
1769,07_2018,MO,H_QUIET_HSP,9,28,63
1770,07_2018,MO,H_RECMND,5,24,71
1771,07_2018,MS,H_CLEAN_HSP,9,15,76
1772,07_2018,MS,H_COMP_1,5,12,83
1773,07_2018,MS,H_COMP_2,3,10,87
1774,07_2018,MS,H_COMP_3,9,18,73
1775,07_2018,MS,H_COMP_5,16,15,69
1776,07_2018,MS,H_COMP_6,14,0,86
1777,07_2018,MS,H_COMP_7,5,43,52
1778,07_2018,MS,H_HSP_RATING,7,20,73
1779,07_2018,MS,H_QUIET_HSP,6,21,73
1780,07_2018,MS,H_RECMND,5,24,71
1781,07_2018,MT,H_CLEAN_HSP,9,18,73
1782,07_2018,MT,H_COMP_1,4,16,80
1783,07_2018,MT,H_COMP_2,4,12,84
1784,07_2018,MT,H_COMP_3,6,21,73
1785,07_2018,MT,H_COMP_5,16,17,67
1786,07_2018,MT,H_COMP_6,16,0,84
1787,07_2018,MT,H_COMP_7,5,42,53
1788,07_2018,MT,H_HSP_RATING,9,22,69
1789,07_2018,MT,H_QUIET_HSP,9,28,63
1790,07_2018,MT,H_RECMND,5,25,70
1791,07_2018,NC,H_CLEAN_HSP,9,18,73
1792,07_2018,NC,H_COMP_1,4,15,81
1793,07_2018,NC,H_COMP_2,4,13,83
1794,07_2018,NC,H_COMP_3,9,23,68
1795,07_2018,NC,H_COMP_5,17,17,66
1796,07_2018,NC,H_COMP_6,12,0,88
1797,07_2018,NC,H_COMP_7,5,42,53
1798,07_2018,NC,H_HSP_RATING,8,19,73
1799,07_2018,NC,H_QUIET_HSP,9,27,64
1800,07_2018,NC,H_RECMND,5,24,71
1801,07_2018,ND,H_CLEAN_HSP,6,17,77
1802,07_2018,ND,H_COMP_1,3,13,84
1803,07_2018,ND,H_COMP_2,3,11,86
1804,07_2018,ND,H_COMP_3,4,19,77
1805,07_2018,ND,H_COMP_5,12,18,70
1806,07_2018,ND,H_COMP_6,13,0,87
1807,07_2018,ND,H_COMP_7,3,41,56
1808,07_2018,ND,H_HSP_RATING,7,19,74
1809,07_2018,ND,H_QUIET_HSP,6,26,68
1810,07_2018,ND,H_RECMND,3,22,75
1811,07_2018,NE,H_CLEAN_HSP,4,13,83
1812,07_2018,NE,H_COMP_1,2,14,84
1813,07_2018,NE,H_COMP_2,2,12,86
1814,07_2018,NE,H_COMP_3,4,19,77
1815,07_2018,NE,H_COMP_5,13,18,69
1816,07_2018,NE,H_COMP_6,12,0,88
1817,07_2018,NE,H_COMP_7,3,39,58
1818,07_2018,NE,H_HSP_RATING,5,15,80
1819,07_2018,NE,H_QUIET_HSP,4,24,72
1820,07_2018,NE,H_RECMND,2,19,79
1821,07_2018,NH,H_CLEAN_HSP,6,16,78
1822,07_2018,NH,H_COMP_1,3,15,82
1823,07_2018,NH,H_COMP_2,4,15,81
1824,07_2018,NH,H_COMP_3,7,23,70
1825,07_2018,NH,H_COMP_5,16,17,67
1826,07_2018,NH,H_COMP_6,10,0,90
1827,07_2018,NH,H_COMP_7,4,42,54
1828,07_2018,NH,H_HSP_RATING,6,20,74
1829,07_2018,NH,H_QUIET_HSP,11,33,56
1830,07_2018,NH,H_RECMND,4,22,74
1831,07_2018,NJ,H_CLEAN_HSP,10,20,70
1832,07_2018,NJ,H_COMP_1,5,17,78
1833,07_2018,NJ,H_COMP_2,6,17,77
1834,07_2018,NJ,H_COMP_3,12,26,62
1835,07_2018,NJ,H_COMP_5,21,18,61
1836,07_2018,NJ,H_COMP_6,16,0,84
1837,07_2018,NJ,H_COMP_7,6,46,48
1838,07_2018,NJ,H_HSP_RATING,10,23,67
1839,07_2018,NJ,H_QUIET_HSP,15,32,53
1840,07_2018,NJ,H_RECMND,7,26,67
1841,07_2018,NM,H_CLEAN_HSP,9,18,73
1842,07_2018,NM,H_COMP_1,6,17,77
1843,07_2018,NM,H_COMP_2,7,15,78
1844,07_2018,NM,H_COMP_3,10,23,67
1845,07_2018,NM,H_COMP_5,20,20,60
1846,07_2018,NM,H_COMP_6,16,0,84
1847,07_2018,NM,H_COMP_7,6,46,48
1848,07_2018,NM,H_HSP_RATING,11,21,68
1849,07_2018,NM,H_QUIET_HSP,11,28,61
1850,07_2018,NM,H_RECMND,6,31,63
1851,07_2018,NV,H_CLEAN_HSP,11,18,71
1852,07_2018,NV,H_COMP_1,7,18,75
1853,07_2018,NV,H_COMP_2,7,17,76
1854,07_2018,NV,H_COMP_3,12,26,62
1855,07_2018,NV,H_COMP_5,20,18,62
1856,07_2018,NV,H_COMP_6,15,0,85
1857,07_2018,NV,H_COMP_7,8,43,49
1858,07_2018,NV,H_HSP_RATING,11,22,67
1859,07_2018,NV,H_QUIET_HSP,13,31,56
1860,07_2018,NV,H_RECMND,8,24,68
1861,07_2018,NY,H_CLEAN_HSP,9,20,71
1862,07_2018,NY,H_COMP_1,5,18,77
1863,07_2018,NY,H_COMP_2,6,16,78
1864,07_2018,NY,H_COMP_3,12,24,64
1865,07_2018,NY,H_COMP_5,21,18,61
1866,07_2018,NY,H_COMP_6,15,0,85
1867,07_2018,NY,H_COMP_7,6,45,49
1868,07_2018,NY,H_HSP_RATING,10,25,65
1869,07_2018,NY,H_QUIET_HSP,15,32,53
1870,07_2018,NY,H_RECMND,7,26,67
1871,07_2018,OH,H_CLEAN_HSP,7,17,76
1872,07_2018,OH,H_COMP_1,3,15,82
1873,07_2018,OH,H_COMP_2,4,15,81
1874,07_2018,OH,H_COMP_3,7,23,70
1875,07_2018,OH,H_COMP_5,17,18,65
1876,07_2018,OH,H_COMP_6,11,0,89
1877,07_2018,OH,H_COMP_7,4,42,54
1878,07_2018,OH,H_HSP_RATING,6,19,75
1879,07_2018,OH,H_QUIET_HSP,9,31,60
1880,07_2018,OH,H_RECMND,4,24,72
1881,07_2018,OK,H_CLEAN_HSP,7,16,77
1882,07_2018,OK,H_COMP_1,4,15,81
1883,07_2018,OK,H_COMP_2,4,12,84
1884,07_2018,OK,H_COMP_3,7,19,74
1885,07_2018,OK,H_COMP_5,15,17,68
1886,07_2018,OK,H_COMP_6,13,0,87
1887,07_2018,OK,H_COMP_7,5,40,55
1888,07_2018,OK,H_HSP_RATING,7,18,75
1889,07_2018,OK,H_QUIET_HSP,6,24,70
1890,07_2018,OK,H_RECMND,5,21,74
1891,07_2018,OR,H_CLEAN_HSP,7,19,74
1892,07_2018,OR,H_COMP_1,3,17,80
1893,07_2018,OR,H_COMP_2,4,15,81
1894,07_2018,OR,H_COMP_3,6,24,70
1895,07_2018,OR,H_COMP_5,15,18,67
1896,07_2018,OR,H_COMP_6,11,0,89
1897,07_2018,OR,H_COMP_7,5,41,54
1898,07_2018,OR,H_HSP_RATING,6,20,74
1899,07_2018,OR,H_QUIET_HSP,10,34,56
1900,07_2018,OR,H_RECMND,4,22,74
1901,07_2018,PA,H_CLEAN_HSP,8,18,74
1902,07_2018,PA,H_COMP_1,4,15,81
1903,07_2018,PA,H_COMP_2,4,15,81
1904,07_2018,PA,H_COMP_3,8,24,68
1905,07_2018,PA,H_COMP_5,18,18,64
1906,07_2018,PA,H_COMP_6,12,0,88
1907,07_2018,PA,H_COMP_7,5,43,52
1908,07_2018,PA,H_HSP_RATING,8,21,71
1909,07_2018,PA,H_QUIET_HSP,12,33,55
1910,07_2018,PA,H_RECMND,5,25,70
1911,07_2018,RI,H_CLEAN_HSP,7,18,75
1912,07_2018,RI,H_COMP_1,4,14,82
1913,07_2018,RI,H_COMP_2,5,14,81
1914,07_2018,RI,H_COMP_3,9,23,68
1915,07_2018,RI,H_COMP_5,18,18,64
1916,07_2018,RI,H_COMP_6,13,0,87
1917,07_2018,RI,H_COMP_7,5,43,52
1918,07_2018,RI,H_HSP_RATING,8,20,72
1919,07_2018,RI,H_QUIET_HSP,13,32,55
1920,07_2018,RI,H_RECMND,5,21,74
1921,07_2018,SC,H_CLEAN_HSP,9,20,71
1922,07_2018,SC,H_COMP_1,5,14,81
1923,07_2018,SC,H_COMP_2,4,12,84
1924,07_2018,SC,H_COMP_3,10,21,69
1925,07_2018,SC,H_COMP_5,17,17,66
1926,07_2018,SC,H_COMP_6,12,0,88
1927,07_2018,SC,H_COMP_7,5,43,52
1928,07_2018,SC,H_HSP_RATING,7,21,72
1929,07_2018,SC,H_QUIET_HSP,8,26,66
1930,07_2018,SC,H_RECMND,5,24,71
1931,07_2018,SD,H_CLEAN_HSP,5,16,79
1932,07_2018,SD,H_COMP_1,3,13,84
1933,07_2018,SD,H_COMP_2,3,11,86
1934,07_2018,SD,H_COMP_3,5,17,78
1935,07_2018,SD,H_COMP_5,12,18,70
1936,07_2018,SD,H_COMP_6,11,0,89
1937,07_2018,SD,H_COMP_7,3,41,56
1938,07_2018,SD,H_HSP_RATING,5,16,79
1939,07_2018,SD,H_QUIET_HSP,5,23,72
1940,07_2018,SD,H_RECMND,2,20,78
1941,07_2018,TN,H_CLEAN_HSP,8,18,74
1942,07_2018,TN,H_COMP_1,5,14,81
1943,07_2018,TN,H_COMP_2,4,13,83
1944,07_2018,TN,H_COMP_3,8,21,71
1945,07_2018,TN,H_COMP_5,16,18,66
1946,07_2018,TN,H_COMP_6,13,0,87
1947,07_2018,TN,H_COMP_7,5,44,51
1948,07_2018,TN,H_HSP_RATING,8,19,73
1949,07_2018,TN,H_QUIET_HSP,8,26,66
1950,07_2018,TN,H_RECMND,5,24,71
1951,07_2018,TX,H_CLEAN_HSP,7,16,77
1952,07_2018,TX,H_COMP_1,4,15,81
1953,07_2018,TX,H_COMP_2,4,13,83
1954,07_2018,TX,H_COMP_3,8,20,72
1955,07_2018,TX,H_COMP_5,16,16,68
1956,07_2018,TX,H_COMP_6,13,0,87
1957,07_2018,TX,H_COMP_7,5,41,54
1958,07_2018,TX,H_HSP_RATING,7,17,76
1959,07_2018,TX,H_QUIET_HSP,7,24,69
1960,07_2018,TX,H_RECMND,5,19,76
1961,07_2018,UT,H_CLEAN_HSP,7,18,75
1962,07_2018,UT,H_COMP_1,4,17,79
1963,07_2018,UT,H_COMP_2,3,15,82
1964,07_2018,UT,H_COMP_3,6,23,71
1965,07_2018,UT,H_COMP_5,15,19,66
1966,07_2018,UT,H_COMP_6,10,0,90
1967,07_2018,UT,H_COMP_7,5,37,58
1968,07_2018,UT,H_HSP_RATING,6,17,77
1969,07_2018,UT,H_QUIET_HSP,7,33,60
1970,07_2018,UT,H_RECMND,4,19,77
1971,07_2018,VA,H_CLEAN_HSP,8,18,74
1972,07_2018,VA,H_COMP_1,4,16,80
1973,07_2018,VA,H_COMP_2,4,15,81
1974,07_2018,VA,H_COMP_3,10,24,66
1975,07_2018,VA,H_COMP_5,18,18,64
1976,07_2018,VA,H_COMP_6,12,0,88
1977,07_2018,VA,H_COMP_7,5,43,52
1978,07_2018,VA,H_HSP_RATING,8,20,72
1979,07_2018,VA,H_QUIET_HSP,10,29,61
1980,07_2018,VA,H_RECMND,5,25,70
1981,07_2018,VT,H_CLEAN_HSP,5,17,78
1982,07_2018,VT,H_COMP_1,2,16,82
1983,07_2018,VT,H_COMP_2,3,13,84
1984,07_2018,VT,H_COMP_3,6,22,72
1985,07_2018,VT,H_COMP_5,16,17,67
1986,07_2018,VT,H_COMP_6,9,0,91
1987,07_2018,VT,H_COMP_7,4,42,54
1988,07_2018,VT,H_HSP_RATING,6,20,74
1989,07_2018,VT,H_QUIET_HSP,10,36,54
1990,07_2018,VT,H_RECMND,3,24,73
1991,07_2018,WA,H_CLEAN_HSP,8,18,74
1992,07_2018,WA,H_COMP_1,4,17,79
1993,07_2018,WA,H_COMP_2,4,15,81
1994,07_2018,WA,H_COMP_3,8,25,67
1995,07_2018,WA,H_COMP_5,17,20,63
1996,07_2018,WA,H_COMP_6,12,0,88
1997,07_2018,WA,H_COMP_7,5,43,52
1998,07_2018,WA,H_HSP_RATING,7,22,71
1999,07_2018,WA,H_QUIET_HSP,11,35,54
2000,07_2018,WA,H_RECMND,5,23,72
2001,07_2018,WI,H_CLEAN_HSP,5,15,80
2002,07_2018,WI,H_COMP_1,2,14,84
2003,07_2018,WI,H_COMP_2,3,13,84
2004,07_2018,WI,H_COMP_3,5,21,74
2005,07_2018,WI,H_COMP_5,13,18,69
2006,07_2018,WI,H_COMP_6,10,0,90
2007,07_2018,WI,H_COMP_7,4,39,57
2008,07_2018,WI,H_HSP_RATING,5,17,78
2009,07_2018,WI,H_QUIET_HSP,6,28,66
2010,07_2018,WI,H_RECMND,3,21,76
2011,07_2018,WV,H_CLEAN_HSP,7,17,76
2012,07_2018,WV,H_COMP_1,4,15,81
2013,07_2018,WV,H_COMP_2,4,13,83
2014,07_2018,WV,H_COMP_3,8,20,72
2015,07_2018,WV,H_COMP_5,16,17,67
2016,07_2018,WV,H_COMP_6,12,0,88
2017,07_2018,WV,H_COMP_7,4,43,53
2018,07_2018,WV,H_HSP_RATING,7,20,73
2019,07_2018,WV,H_QUIET_HSP,9,31,60
2020,07_2018,WV,H_RECMND,4,25,71
2021,07_2018,WY,H_CLEAN_HSP,7,18,75
2022,07_2018,WY,H_COMP_1,4,15,81
2023,07_2018,WY,H_COMP_2,4,14,82
2024,07_2018,WY,H_COMP_3,6,19,75
2025,07_2018,WY,H_COMP_5,14,17,69
2026,07_2018,WY,H_COMP_6,13,0,87
2027,07_2018,WY,H_COMP_7,5,39,56
2028,07_2018,WY,H_HSP_RATING,8,21,71
2029,07_2018,WY,H_QUIET_HSP,8,30,62
2030,07_2018,WY,H_RECMND,5,26,69
2031,07_2019,AK,H_CLEAN_HSP,9,19,72
2032,07_2019,AK,H_COMP_1,4,16,80
2033,07_2019,AK,H_COMP_2,5,16,79
2034,07_2019,AK,H_COMP_3,9,22,69
2035,07_2019,AK,H_COMP_5,16,20,64
2036,07_2019,AK,H_COMP_6,14,0,86
2037,07_2019,AK,H_COMP_7,5,42,53
2038,07_2019,AK,H_HSP_RATING,10,26,64
2039,07_2019,AK,H_QUIET_HSP,8,35,57
2040,07_2019,AK,H_RECMND,4,30,66
2041,07_2019,AL,H_CLEAN_HSP,9,16,75
2042,07_2019,AL,H_COMP_1,5,13,82
2043,07_2019,AL,H_COMP_2,4,12,84
2044,07_2019,AL,H_COMP_3,10,17,73
2045,07_2019,AL,H_COMP_5,15,17,68
2046,07_2019,AL,H_COMP_6,14,0,86
2047,07_2019,AL,H_COMP_7,5,43,52
2048,07_2019,AL,H_HSP_RATING,8,19,73
2049,07_2019,AL,H_QUIET_HSP,8,22,70
2050,07_2019,AL,H_RECMND,5,24,71
2051,07_2019,AR,H_CLEAN_HSP,7,16,77
2052,07_2019,AR,H_COMP_1,5,14,81
2053,07_2019,AR,H_COMP_2,5,12,83
2054,07_2019,AR,H_COMP_3,8,20,72
2055,07_2019,AR,H_COMP_5,16,16,68
2056,07_2019,AR,H_COMP_6,15,0,85
2057,07_2019,AR,H_COMP_7,5,42,53
2058,07_2019,AR,H_HSP_RATING,7,19,74
2059,07_2019,AR,H_QUIET_HSP,7,26,67
2060,07_2019,AR,H_RECMND,5,24,71
2061,07_2019,AZ,H_CLEAN_HSP,10,19,71
2062,07_2019,AZ,H_COMP_1,5,17,78
2063,07_2019,AZ,H_COMP_2,6,17,77
2064,07_2019,AZ,H_COMP_3,10,23,67
2065,07_2019,AZ,H_COMP_5,18,17,65
2066,07_2019,AZ,H_COMP_6,13,0,87
2067,07_2019,AZ,H_COMP_7,6,42,52
2068,07_2019,AZ,H_HSP_RATING,9,21,70
2069,07_2019,AZ,H_QUIET_HSP,13,31,56
2070,07_2019,AZ,H_RECMND,6,24,70
2071,07_2019,CA,H_CLEAN_HSP,9,19,72
2072,07_2019,CA,H_COMP_1,6,18,76
2073,07_2019,CA,H_COMP_2,6,17,77
2074,07_2019,CA,H_COMP_3,11,25,64
2075,07_2019,CA,H_COMP_5,19,18,63
2076,07_2019,CA,H_COMP_6,15,0,85
2077,07_2019,CA,H_COMP_7,7,44,49
2078,07_2019,CA,H_HSP_RATING,9,22,69
2079,07_2019,CA,H_QUIET_HSP,16,33,51
2080,07_2019,CA,H_RECMND,7,23,70
2081,07_2019,CO,H_CLEAN_HSP,6,17,77
2082,07_2019,CO,H_COMP_1,4,16,80
2083,07_2019,CO,H_COMP_2,4,14,82
2084,07_2019,CO,H_COMP_3,7,21,72
2085,07_2019,CO,H_COMP_5,15,18,67
2086,07_2019,CO,H_COMP_6,12,0,88
2087,07_2019,CO,H_COMP_7,5,39,56
2088,07_2019,CO,H_HSP_RATING,7,17,76
2089,07_2019,CO,H_QUIET_HSP,8,28,64
2090,07_2019,CO,H_RECMND,5,20,75
2091,07_2019,CT,H_CLEAN_HSP,8,18,74
2092,07_2019,CT,H_COMP_1,5,15,80
2093,07_2019,CT,H_COMP_2,5,15,80
2094,07_2019,CT,H_COMP_3,10,25,65
2095,07_2019,CT,H_COMP_5,19,18,63
2096,07_2019,CT,H_COMP_6,12,0,88
2097,07_2019,CT,H_COMP_7,5,43,52
2098,07_2019,CT,H_HSP_RATING,8,21,71
2099,07_2019,CT,H_QUIET_HSP,14,32,54
2100,07_2019,CT,H_RECMND,5,23,72
2101,07_2019,DC,H_CLEAN_HSP,14,21,65
2102,07_2019,DC,H_COMP_1,11,19,70
2103,07_2019,DC,H_COMP_2,8,16,76
2104,07_2019,DC,H_COMP_3,21,25,54
2105,07_2019,DC,H_COMP_5,24,18,58
2106,07_2019,DC,H_COMP_6,17,0,83
2107,07_2019,DC,H_COMP_7,8,47,45
2108,07_2019,DC,H_HSP_RATING,14,25,61
2109,07_2019,DC,H_QUIET_HSP,18,27,55
2110,07_2019,DC,H_RECMND,11,28,61
2111,07_2019,DE,H_CLEAN_HSP,8,21,71
2112,07_2019,DE,H_COMP_1,4,15,81
2113,07_2019,DE,H_COMP_2,4,16,80
2114,07_2019,DE,H_COMP_3,8,23,69
2115,07_2019,DE,H_COMP_5,18,18,64
2116,07_2019,DE,H_COMP_6,12,0,88
2117,07_2019,DE,H_COMP_7,5,42,53
2118,07_2019,DE,H_HSP_RATING,7,22,71
2119,07_2019,DE,H_QUIET_HSP,11,32,57
2120,07_2019,DE,H_RECMND,4,27,69
2121,07_2019,FL,H_CLEAN_HSP,10,20,70
2122,07_2019,FL,H_COMP_1,7,17,76
2123,07_2019,FL,H_COMP_2,7,17,76
2124,07_2019,FL,H_COMP_3,12,24,64
2125,07_2019,FL,H_COMP_5,20,18,62
2126,07_2019,FL,H_COMP_6,15,0,85
2127,07_2019,FL,H_COMP_7,7,43,50
2128,07_2019,FL,H_HSP_RATING,11,21,68
2129,07_2019,FL,H_QUIET_HSP,13,29,58
2130,07_2019,FL,H_RECMND,7,24,69
2131,07_2019,GA,H_CLEAN_HSP,9,17,74
2132,07_2019,GA,H_COMP_1,5,16,79
2133,07_2019,GA,H_COMP_2,5,13,82
2134,07_2019,GA,H_COMP_3,11,22,67
2135,07_2019,GA,H_COMP_5,19,16,65
2136,07_2019,GA,H_COMP_6,15,0,85
2137,07_2019,GA,H_COMP_7,6,42,52
